cell_type	target	filetype	download_link	source	assembly
K562	SMARCA4	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF066UWW/@@download/ENCFF066UWW.bigBed	ENCODE	hg19
K562	SMARCA4	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF131WXL/@@download/ENCFF131WXL.bigWig	ENCODE	hg19
K562	SMARCE1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF005HYP/@@download/ENCFF005HYP.bigBed	ENCODE	hg19
K562	SMARCE1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF348YUO/@@download/ENCFF348YUO.bigWig	ENCODE	hg19
K562	ZNF24	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF687PGE/@@download/ENCFF687PGE.bigBed	ENCODE	hg19
K562	ZNF24	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF595RNS/@@download/ENCFF595RNS.bigWig	ENCODE	hg19
K562	ATF4	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF335HBO/@@download/ENCFF335HBO.bigBed	ENCODE	hg19
K562	ATF4	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF703NOB/@@download/ENCFF703NOB.bigWig	ENCODE	hg19
K562	TARDBP	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF967VHN/@@download/ENCFF967VHN.bigBed	ENCODE	hg19
K562	TARDBP	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF580OUE/@@download/ENCFF580OUE.bigWig	ENCODE	hg19
K562	SNIP1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF500HSN/@@download/ENCFF500HSN.bigBed	ENCODE	hg19
K562	SNIP1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF673WUS/@@download/ENCFF673WUS.bigWig	ENCODE	hg19
K562	MTA2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF772AAB/@@download/ENCFF772AAB.bigBed	ENCODE	hg19
K562	MTA2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF749MZJ/@@download/ENCFF749MZJ.bigWig	ENCODE	hg19
K562	H3K9me3	replicated peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF837EVY/@@download/ENCFF837EVY.bigBed	ENCODE	hg19
K562	H3K9me3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF834YLI/@@download/ENCFF834YLI.bigWig	ENCODE	hg19
K562	SETDB1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF438XQT/@@download/ENCFF438XQT.bigBed	ENCODE	hg19
K562	SETDB1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF417WRG/@@download/ENCFF417WRG.bigWig	ENCODE	hg19
K562	MYC	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF388BVD/@@download/ENCFF388BVD.bigBed	ENCODE	hg19
K562	MYC	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF790FHL/@@download/ENCFF790FHL.bigWig	ENCODE	hg19
K562	SAFB	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF792LFJ/@@download/ENCFF792LFJ.bigBed	ENCODE	hg19
K562	SAFB	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF163TQK/@@download/ENCFF163TQK.bigWig	ENCODE	hg19
K562	NFRKB	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF986ACD/@@download/ENCFF986ACD.bigBed	ENCODE	hg19
K562	NFRKB	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF231QPU/@@download/ENCFF231QPU.bigWig	ENCODE	hg19
K562	TAF1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF327XLK/@@download/ENCFF327XLK.bigBed	ENCODE	hg19
K562	TAF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF488POX/@@download/ENCFF488POX.bigWig	ENCODE	hg19
K562	PHB2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF470LCU/@@download/ENCFF470LCU.bigBed	ENCODE	hg19
K562	PHB2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF776ZKG/@@download/ENCFF776ZKG.bigWig	ENCODE	hg19
K562	REST	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF750YVW/@@download/ENCFF750YVW.bigBed	ENCODE	hg19
K562	REST	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF571ECM/@@download/ENCFF571ECM.bigWig	ENCODE	hg19
K562	BRD9	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF619FWQ/@@download/ENCFF619FWQ.bigBed	ENCODE	hg19
K562	BRD9	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF036WGZ/@@download/ENCFF036WGZ.bigWig	ENCODE	hg19
K562	POLR3G	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF151YVA/@@download/ENCFF151YVA.bigBed	ENCODE	hg19
K562	ETV6	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF055AYE/@@download/ENCFF055AYE.bigBed	ENCODE	hg19
K562	ETV6	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF884NXM/@@download/ENCFF884NXM.bigWig	ENCODE	hg19
K562	POLR2AphosphoS5	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF845FTJ/@@download/ENCFF845FTJ.bigBed	ENCODE	hg19
K562	POLR2AphosphoS5	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF827GEM/@@download/ENCFF827GEM.bigWig	ENCODE	hg19
K562	CBX1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF135ALT/@@download/ENCFF135ALT.bigBed	ENCODE	hg19
K562	CBX1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF762MAM/@@download/ENCFF762MAM.bigWig	ENCODE	hg19
K562	GMEB1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF714EKC/@@download/ENCFF714EKC.bigBed	ENCODE	hg19
K562	GMEB1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF306QAA/@@download/ENCFF306QAA.bigWig	ENCODE	hg19
K562	ZNF280A	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF050ODE/@@download/ENCFF050ODE.bigBed	ENCODE	hg19
K562	ZNF280A	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF951RIW/@@download/ENCFF951RIW.bigWig	ENCODE	hg19
K562	PCBP1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF395QCV/@@download/ENCFF395QCV.bigBed	ENCODE	hg19
K562	PCBP1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF340HZR/@@download/ENCFF340HZR.bigWig	ENCODE	hg19
K562	HNRNPK	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF382ULC/@@download/ENCFF382ULC.bigBed	ENCODE	hg19
K562	HNRNPK	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF754BMR/@@download/ENCFF754BMR.bigWig	ENCODE	hg19
K562	FOXK2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF548MLJ/@@download/ENCFF548MLJ.bigBed	ENCODE	hg19
K562	FOXK2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF688YSP/@@download/ENCFF688YSP.bigWig	ENCODE	hg19
K562	ZNF282	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF397VXH/@@download/ENCFF397VXH.bigBed	ENCODE	hg19
K562	ZNF282	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF290UIT/@@download/ENCFF290UIT.bigWig	ENCODE	hg19
K562	JUNB	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF687TKV/@@download/ENCFF687TKV.bigBed	ENCODE	hg19
K562	JUNB	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF511DBK/@@download/ENCFF511DBK.bigWig	ENCODE	hg19
K562	U2AF1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF007RRZ/@@download/ENCFF007RRZ.bigBed	ENCODE	hg19
K562	U2AF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF084VEW/@@download/ENCFF084VEW.bigWig	ENCODE	hg19
K562	RUNX1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF768XDX/@@download/ENCFF768XDX.bigBed	ENCODE	hg19
K562	RUNX1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF962DIA/@@download/ENCFF962DIA.bigWig	ENCODE	hg19
K562	SMARCA5	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF679NWH/@@download/ENCFF679NWH.bigBed	ENCODE	hg19
K562	SMARCA5	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF847GKQ/@@download/ENCFF847GKQ.bigWig	ENCODE	hg19
K562	IKZF1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF802SZP/@@download/ENCFF802SZP.bigBed	ENCODE	hg19
K562	IKZF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF012KOC/@@download/ENCFF012KOC.bigWig	ENCODE	hg19
K562	DEAF1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF862ZWG/@@download/ENCFF862ZWG.bigBed	ENCODE	hg19
K562	DEAF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF187GTP/@@download/ENCFF187GTP.bigWig	ENCODE	hg19
K562	NCOA1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF590BAZ/@@download/ENCFF590BAZ.bigBed	ENCODE	hg19
K562	NCOA1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF646IRR/@@download/ENCFF646IRR.bigWig	ENCODE	hg19
K562	EWSR1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF791DYM/@@download/ENCFF791DYM.bigBed	ENCODE	hg19
K562	EWSR1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF875OWQ/@@download/ENCFF875OWQ.bigWig	ENCODE	hg19
K562	NR2F6	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF744AIV/@@download/ENCFF744AIV.bigBed	ENCODE	hg19
K562	NR2F6	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF142EXA/@@download/ENCFF142EXA.bigWig	ENCODE	hg19
K562	MCM5	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF413XXU/@@download/ENCFF413XXU.bigBed	ENCODE	hg19
K562	MCM5	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF325IJT/@@download/ENCFF325IJT.bigWig	ENCODE	hg19
K562	ZMYM3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF491JPM/@@download/ENCFF491JPM.bigBed	ENCODE	hg19
K562	ZMYM3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF711IOY/@@download/ENCFF711IOY.bigWig	ENCODE	hg19
K562	PKNOX1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF401RVR/@@download/ENCFF401RVR.bigBed	ENCODE	hg19
K562	PKNOX1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF258LRW/@@download/ENCFF258LRW.bigWig	ENCODE	hg19
K562	HMBOX1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF732WDZ/@@download/ENCFF732WDZ.bigBed	ENCODE	hg19
K562	HMBOX1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF614EKZ/@@download/ENCFF614EKZ.bigWig	ENCODE	hg19
K562	YBX1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF876GPT/@@download/ENCFF876GPT.bigBed	ENCODE	hg19
K562	YBX1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF424GQF/@@download/ENCFF424GQF.bigWig	ENCODE	hg19
K562	XRCC5	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF829CSZ/@@download/ENCFF829CSZ.bigBed	ENCODE	hg19
K562	XRCC5	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF753TWJ/@@download/ENCFF753TWJ.bigWig	ENCODE	hg19
K562	THRAP3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF100TAA/@@download/ENCFF100TAA.bigBed	ENCODE	hg19
K562	THRAP3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF341OHT/@@download/ENCFF341OHT.bigWig	ENCODE	hg19
K562	E4F1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF640CID/@@download/ENCFF640CID.bigBed	ENCODE	hg19
K562	E4F1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF093MRW/@@download/ENCFF093MRW.bigWig	ENCODE	hg19
K562	NCOA2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF689TVN/@@download/ENCFF689TVN.bigBed	ENCODE	hg19
K562	NCOA2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF645ZBF/@@download/ENCFF645ZBF.bigWig	ENCODE	hg19
K562	SUPT5H	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF795AYV/@@download/ENCFF795AYV.bigBed	ENCODE	hg19
K562	SUPT5H	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF754ZCQ/@@download/ENCFF754ZCQ.bigWig	ENCODE	hg19
K562	USF1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF931KGU/@@download/ENCFF931KGU.bigBed	ENCODE	hg19
K562	USF1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF455JRF/@@download/ENCFF455JRF.bigWig	ENCODE	hg19
K562	BCOR	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF954LVJ/@@download/ENCFF954LVJ.bigBed	ENCODE	hg19
K562	BCOR	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF243LGY/@@download/ENCFF243LGY.bigWig	ENCODE	hg19
K562	CREBBP	pseudoreplicated IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF232YJG/@@download/ENCFF232YJG.bigBed	ENCODE	hg19
K562	CREBBP	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF813TKO/@@download/ENCFF813TKO.bigWig	ENCODE	hg19
K562	ZC3H8	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF722QEX/@@download/ENCFF722QEX.bigBed	ENCODE	hg19
K562	ZC3H8	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF915DTE/@@download/ENCFF915DTE.bigWig	ENCODE	hg19
K562	EP400	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF663BON/@@download/ENCFF663BON.bigBed	ENCODE	hg19
K562	EP400	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF226XAW/@@download/ENCFF226XAW.bigWig	ENCODE	hg19
K562	KDM1A	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF104XMQ/@@download/ENCFF104XMQ.bigBed	ENCODE	hg19
K562	KDM1A	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF734YKJ/@@download/ENCFF734YKJ.bigWig	ENCODE	hg19
K562	MCM7	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF470QGF/@@download/ENCFF470QGF.bigBed	ENCODE	hg19
K562	MCM7	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF087DFZ/@@download/ENCFF087DFZ.bigWig	ENCODE	hg19
K562	KAT2B	pseudoreplicated IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF395UJA/@@download/ENCFF395UJA.bigBed	ENCODE	hg19
K562	KAT2B	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF164NLF/@@download/ENCFF164NLF.bigWig	ENCODE	hg19
K562	RFX1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF164HUB/@@download/ENCFF164HUB.bigBed	ENCODE	hg19
K562	RFX1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF362QFP/@@download/ENCFF362QFP.bigWig	ENCODE	hg19
K562	ZZZ3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF078MCN/@@download/ENCFF078MCN.bigBed	ENCODE	hg19
K562	ZZZ3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF716WJE/@@download/ENCFF716WJE.bigWig	ENCODE	hg19
K562	NFE2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF600LLW/@@download/ENCFF600LLW.bigBed	ENCODE	hg19
K562	NFE2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF557POT/@@download/ENCFF557POT.bigWig	ENCODE	hg19
K562	H2AFZ	replicated peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF010VYR/@@download/ENCFF010VYR.bigBed	ENCODE	hg19
K562	H2AFZ	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF191EXE/@@download/ENCFF191EXE.bigWig	ENCODE	hg19
K562	GABPB1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF409LJY/@@download/ENCFF409LJY.bigBed	ENCODE	hg19
K562	GABPB1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF389ZEM/@@download/ENCFF389ZEM.bigWig	ENCODE	hg19
K562	SMAD5	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF163TFW/@@download/ENCFF163TFW.bigBed	ENCODE	hg19
K562	SMAD5	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF235RTU/@@download/ENCFF235RTU.bigWig	ENCODE	hg19
K562	PHF8	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF860HRF/@@download/ENCFF860HRF.bigBed	ENCODE	hg19
K562	PHF8	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF427QTV/@@download/ENCFF427QTV.bigWig	ENCODE	hg19
K562	H3K36me3	replicated peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF496YRP/@@download/ENCFF496YRP.bigBed	ENCODE	hg19
K562	H3K36me3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF745HXR/@@download/ENCFF745HXR.bigWig	ENCODE	hg19
K562	GTF2F1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF190ADI/@@download/ENCFF190ADI.bigBed	ENCODE	hg19
K562	GTF2F1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF951FOV/@@download/ENCFF951FOV.bigWig	ENCODE	hg19
K562	H3K27ac	replicated peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF770UZZ/@@download/ENCFF770UZZ.bigBed	ENCODE	hg19
K562	H3K27ac	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF010PHG/@@download/ENCFF010PHG.bigWig	ENCODE	hg19
K562	RBBP5	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF493SST/@@download/ENCFF493SST.bigBed	ENCODE	hg19
K562	RBBP5	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF058KTS/@@download/ENCFF058KTS.bigWig	ENCODE	hg19
K562	POLR3A	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF596FCL/@@download/ENCFF596FCL.bigBed	ENCODE	hg19
K562	GATA2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF342ILG/@@download/ENCFF342ILG.bigBed	ENCODE	hg19
K562	GATA2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF407RUQ/@@download/ENCFF407RUQ.bigWig	ENCODE	hg19
K562	ESRRA	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF949CDR/@@download/ENCFF949CDR.bigBed	ENCODE	hg19
K562	ESRRA	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF827COK/@@download/ENCFF827COK.bigWig	ENCODE	hg19
K562	WHSC1	pseudoreplicated IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF308YXQ/@@download/ENCFF308YXQ.bigBed	ENCODE	hg19
K562	WHSC1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF864WOR/@@download/ENCFF864WOR.bigWig	ENCODE	hg19
K562	E2F6	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF574SLM/@@download/ENCFF574SLM.bigBed	ENCODE	hg19
K562	E2F6	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF123OID/@@download/ENCFF123OID.bigWig	ENCODE	hg19
K562	NELFE	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF759AXP/@@download/ENCFF759AXP.bigBed	ENCODE	hg19
K562	CHD1	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF830UWV/@@download/ENCFF830UWV.bigBed	ENCODE	hg19
K562	H3K79me2	replicated peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF520XBR/@@download/ENCFF520XBR.bigBed	ENCODE	hg19
K562	H3K79me2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF003CLZ/@@download/ENCFF003CLZ.bigWig	ENCODE	hg19
K562	NFYB	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF413KEY/@@download/ENCFF413KEY.bigBed	ENCODE	hg19
K562	NFYB	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF547XEW/@@download/ENCFF547XEW.bigWig	ENCODE	hg19
K562	BRF2	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF228PQV/@@download/ENCFF228PQV.bigBed	ENCODE	hg19
K562	L3MBTL2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF686TUG/@@download/ENCFF686TUG.bigBed	ENCODE	hg19
K562	L3MBTL2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF890UUN/@@download/ENCFF890UUN.bigWig	ENCODE	hg19
K562	ZNF263	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF213OFN/@@download/ENCFF213OFN.bigBed	ENCODE	hg19
K562	ZNF263	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF318FFG/@@download/ENCFF318FFG.bigWig	ENCODE	hg19
K562	ZEB2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF953GAI/@@download/ENCFF953GAI.bigBed	ENCODE	hg19
K562	ZEB2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF080AFW/@@download/ENCFF080AFW.bigWig	ENCODE	hg19
K562	SKIL	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF760FQS/@@download/ENCFF760FQS.bigBed	ENCODE	hg19
K562	SKIL	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF770SFT/@@download/ENCFF770SFT.bigWig	ENCODE	hg19
K562	HMGN3	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF510MIH/@@download/ENCFF510MIH.bigBed	ENCODE	hg19
K562	PRPF4	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF902BIO/@@download/ENCFF902BIO.bigBed	ENCODE	hg19
K562	PRPF4	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF472ISV/@@download/ENCFF472ISV.bigWig	ENCODE	hg19
K562	NFATC3	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF894LUM/@@download/ENCFF894LUM.bigBed	ENCODE	hg19
K562	NFATC3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF368HBP/@@download/ENCFF368HBP.bigWig	ENCODE	hg19
K562	CEBPZ	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF609DVV/@@download/ENCFF609DVV.bigBed	ENCODE	hg19
K562	CEBPZ	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF324NIB/@@download/ENCFF324NIB.bigWig	ENCODE	hg19
K562	U2AF2	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF205VNR/@@download/ENCFF205VNR.bigBed	ENCODE	hg19
K562	U2AF2	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF757MVK/@@download/ENCFF757MVK.bigWig	ENCODE	hg19
K562	ZHX1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF546ACT/@@download/ENCFF546ACT.bigBed	ENCODE	hg19
K562	ZHX1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF963SBX/@@download/ENCFF963SBX.bigWig	ENCODE	hg19
K562	FIP1L1	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF201OXE/@@download/ENCFF201OXE.bigBed	ENCODE	hg19
K562	FIP1L1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF377LTD/@@download/ENCFF377LTD.bigWig	ENCODE	hg19
K562	H4K20me1	replicated peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF298QOP/@@download/ENCFF298QOP.bigBed	ENCODE	hg19
K562	H4K20me1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF143CUR/@@download/ENCFF143CUR.bigWig	ENCODE	hg19
K562	H3K27me3	replicated peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF369ZKL/@@download/ENCFF369ZKL.bigBed	ENCODE	hg19
K562	H3K27me3	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF445UCR/@@download/ENCFF445UCR.bigWig	ENCODE	hg19
K562	ETS1	optimal IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF656ADQ/@@download/ENCFF656ADQ.bigBed	ENCODE	hg19
K562	ETS1	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF771GEW/@@download/ENCFF771GEW.bigWig	ENCODE	hg19
K562	ARID3A	conservative IDR thresholded peaks (bigBed narrowPeak)	https://www.encodeproject.org/files/ENCFF342NKD/@@download/ENCFF342NKD.bigBed	ENCODE	hg19
K562	ARID3A	fold change over control (bigWig)	https://www.encodeproject.org/files/ENCFF107YJY/@@download/ENCFF107YJY.bigWig	ENCODE	hg19
